pf,winrate,max_dd,max_dd_pct,total_pnl,avg_holding_seconds,trade_count,max_consecutive_losses,max_consecutive_wins,expectancy,payoff_ratio,strategy_name,symbol,timeframe,rsi_period,oversold,overbought,tp_pips,sl_pips,has_breakeven,max_bars,has_lowvol,session,tp_display,sl_display,threshold,avg_hold_min,pnl_tokyo,trades_tokyo,pnl_london,trades_london,pnl_newyork,trades_newyork
0.7241,43.23,13.22,0.01,-13.03,66.5,1314,12,7,-0.0099,0.951,rsi_reversal_5b1c75f5,GBPJPY,M1,6,30,70,0.1,0.07,False,30,True,london,10p,7p,30/70,1.1,-1.89,275,-11.14,1039,0.0,0
0.7353,44.61,29.12,0.03,-28.93,66.0,3098,11,10,-0.0093,0.913,rsi_reversal_832e517a,GBPJPY,M1,5,30,70,0.1,0.07,True,0,False,london,10p,7p,30/70,1.1,-5.89,673,-23.05,2425,0.0,0
0.7786,46.24,14.7,0.01,-14.51,63.2,1983,11,8,-0.0073,0.9052,rsi_reversal_39ea9954,GBPJPY,M1,6,35,65,0.05,0.1,True,0,True,newyork,5p,10p,35/65,1.1,0.0,0,-7.14,717,-7.37,1266
0.734,45.38,14.87,0.01,-14.82,61.4,1633,10,9,-0.0091,0.8835,rsi_reversal_b930d0a0,GBPJPY,M1,5,30,70,0.05,0.07,True,15,True,london,5p,7p,30/70,1.0,-3.52,341,-11.3,1292,0.0,0
0.784,47.22,20.88,0.02,-20.73,66.2,2823,9,9,-0.0073,0.8763,rsi_reversal_b34807ae,GBPJPY,M1,5,40,60,0.07,0.1,True,30,True,london,7p,10p,40/60,1.1,-2.0,609,-18.73,2214,0.0,0
0.7706,45.62,24.17,0.02,-23.96,62.6,3185,13,8,-0.0075,0.9186,rsi_reversal_275d5063,GBPJPY,M1,5,30,70,0.07,0.07,False,0,False,newyork,7p,7p,30/70,1.0,0.0,0,-13.66,1100,-10.3,2085
0.8364,46.61,10.7,0.01,-10.37,62.6,2004,11,7,-0.0052,0.9581,rsi_reversal_79f35806,GBPJPY,M1,6,35,65,0.07,0.07,True,15,True,newyork,7p,7p,35/65,1.0,0.0,0,-4.64,723,-5.73,1281
0.6998,43.48,13.71,0.01,-13.49,60.7,1366,8,9,-0.0099,0.9096,rsi_reversal_4b4d3045,GBPJPY,M1,6,30,70,0.05,0.05,False,0,True,newyork,5p,5p,30/70,1.0,0.0,0,-6.13,505,-7.36,861
0.7124,44.98,25.42,0.03,-25.23,61.2,2579,15,7,-0.0098,0.8714,rsi_reversal_b2469aa5,GBPJPY,M1,7,40,60,0.05,0.07,False,15,True,newyork,5p,7p,40/60,1.0,0.0,0,-9.59,903,-15.63,1676
0.7514,45.05,14.28,0.01,-14.1,66.1,1607,11,9,-0.0088,0.9164,rsi_reversal_04f5d4f6,GBPJPY,M1,5,30,70,0.1,0.07,True,0,True,london,10p,7p,30/70,1.1,-3.43,332,-10.67,1275,0.0,0
0.7463,44.63,11.43,0.01,-11.21,65.5,1322,8,7,-0.0085,0.9259,rsi_reversal_2497a775,GBPJPY,M1,6,30,70,0.07,0.1,True,30,True,newyork,7p,10p,30/70,1.1,0.0,0,-4.94,480,-6.27,842
0.7621,45.62,21.03,0.02,-20.66,62.5,2567,11,8,-0.008,0.9086,rsi_reversal_aab123be,GBPJPY,M1,7,40,60,0.07,0.07,True,30,True,newyork,7p,7p,40/60,1.0,0.0,0,-10.21,912,-10.45,1655
0.7533,45.23,18.86,0.02,-18.61,61.3,2277,11,8,-0.0082,0.912,rsi_reversal_0f44218d,GBPJPY,M1,5,35,65,0.05,0.07,True,0,True,newyork,5p,7p,35/65,1.0,0.0,0,-9.36,807,-9.25,1470
0.7374,44.3,31.42,0.03,-31.2,61.4,3490,15,11,-0.0089,0.9273,rsi_reversal_7e3a6ce6,GBPJPY,M1,7,35,65,0.07,0.05,True,0,False,london,7p,5p,35/65,1.0,-5.96,751,-25.25,2739,0.0,0
0.7492,45.46,45.88,0.05,-45.44,61.5,5438,10,11,-0.0084,0.8989,rsi_reversal_efba3d8b,GBPJPY,M1,5,40,60,0.07,0.05,False,0,False,london,7p,5p,40/60,1.0,-8.27,1204,-37.16,4234,0.0,0
0.7555,45.06,25.79,0.03,-25.57,61.1,3207,13,8,-0.008,0.9213,rsi_reversal_f29156c3,GBPJPY,M1,5,30,70,0.07,0.05,False,15,False,newyork,7p,5p,30/70,1.0,0.0,0,-14.02,1107,-11.55,2100
0.7579,46.04,45.09,0.05,-44.82,72.2,5085,15,11,-0.0088,0.8883,rsi_reversal_7c4ed5c0,GBPJPY,M1,5,40,60,0.1,0.1,False,30,False,london,10p,10p,40/60,1.2,-7.73,1124,-37.08,3961,0.0,0
0.7643,46.47,30.57,0.03,-30.09,63.5,3828,13,9,-0.0079,0.8803,rsi_reversal_9710f8df,GBPJPY,M1,6,35,65,0.05,0.1,False,0,False,newyork,5p,10p,35/65,1.1,0.0,0,-17.14,1317,-12.95,2511
0.802,45.56,11.31,0.01,-11.08,72.2,1576,11,8,-0.007,0.9584,rsi_reversal_01c934c6,GBPJPY,M1,5,30,70,0.1,0.1,False,30,True,newyork,10p,10p,30/70,1.2,0.0,0,-4.53,565,-6.55,1011
0.7058,45.8,28.22,0.03,-27.63,63.6,2712,14,9,-0.0102,0.8353,rsi_reversal_b1862c9d,GBPJPY,M1,6,40,60,0.05,0.1,False,0,True,newyork,5p,10p,40/60,1.1,0.0,0,-11.51,946,-16.12,1766
0.778,44.77,8.48,0.01,-8.13,61.3,1137,9,9,-0.0072,0.9599,rsi_reversal_c805b27a,GBPJPY,M1,7,30,70,0.07,0.05,False,30,True,newyork,7p,5p,30/70,1.0,0.0,0,-4.07,434,-4.06,703
0.7934,46.85,11.24,0.01,-10.89,63.4,1635,12,8,-0.0067,0.9,rsi_reversal_885d710f,GBPJPY,M1,5,30,70,0.05,0.1,False,0,True,newyork,5p,10p,30/70,1.1,0.0,0,-6.16,577,-4.73,1058
0.7641,45.14,18.12,0.02,-17.75,60.7,2286,12,9,-0.0078,0.9285,rsi_reversal_bd84c61b,GBPJPY,M1,5,35,65,0.05,0.05,True,30,True,london,5p,5p,35/65,1.0,-3.55,510,-14.2,1776,0.0,0
0.7273,45.51,15.79,0.02,-15.58,66.3,1591,13,11,-0.0098,0.871,rsi_reversal_23719b4d,GBPJPY,M1,5,30,70,0.07,0.1,False,15,True,london,7p,10p,30/70,1.1,-2.91,334,-12.67,1257,0.0,0
0.7981,46.31,25.81,0.03,-25.41,62.8,3861,13,8,-0.0066,0.9253,rsi_reversal_2b553265,GBPJPY,M1,6,35,65,0.07,0.07,False,0,False,newyork,7p,7p,35/65,1.0,0.0,0,-13.57,1324,-11.84,2537
0.7337,45.53,20.31,0.02,-20.04,63.3,2258,12,10,-0.0089,0.8779,rsi_reversal_fb22b0cb,GBPJPY,M1,7,30,70,0.05,0.1,False,15,False,newyork,5p,10p,30/70,1.1,0.0,0,-10.27,821,-9.77,1437
0.6948,42.91,14.82,0.01,-14.8,61.5,1396,20,10,-0.0106,0.9245,rsi_reversal_b6517ec9,GBPJPY,M1,6,30,70,0.07,0.05,False,0,True,london,7p,5p,30/70,1.0,-2.4,297,-12.41,1099,0.0,0
0.7243,44.09,41.0,0.04,-40.87,66.1,4173,13,10,-0.0098,0.9183,rsi_reversal_5e608b63,GBPJPY,M1,5,35,65,0.1,0.07,False,30,False,london,10p,7p,35/65,1.1,-7.47,903,-33.4,3270,0.0,0
0.758,46.83,44.8,0.04,-44.12,66.0,5315,11,10,-0.0083,0.8607,rsi_reversal_34639a92,GBPJPY,M1,5,40,60,0.07,0.1,False,0,False,newyork,7p,10p,40/60,1.1,0.0,0,-20.32,1780,-23.8,3535
0.7532,46.13,23.43,0.02,-22.94,66.0,2673,9,8,-0.0086,0.8796,rsi_reversal_77921c7d,GBPJPY,M1,6,40,60,0.07,0.1,False,30,True,newyork,7p,10p,40/60,1.1,0.0,0,-10.17,923,-12.77,1750
0.7478,45.31,24.83,0.02,-24.62,63.5,2900,14,11,-0.0085,0.9026,rsi_reversal_ec7526d2,GBPJPY,M1,5,40,60,0.1,0.05,True,30,True,newyork,10p,5p,40/60,1.1,0.0,0,-6.63,1013,-17.99,1887
0.72,44.2,16.11,0.02,-15.94,61.3,1690,13,8,-0.0094,0.9089,rsi_reversal_5f9e9754,GBPJPY,M1,5,30,70,0.05,0.07,False,0,True,newyork,5p,7p,30/70,1.0,0.0,0,-6.51,609,-9.43,1081
0.7715,44.79,13.73,0.01,-13.51,62.5,1777,9,8,-0.0076,0.9508,rsi_reversal_9727030d,GBPJPY,M1,7,35,65,0.07,0.07,False,0,True,newyork,7p,7p,35/65,1.0,0.0,0,-6.53,669,-6.99,1108
0.6963,44.41,28.07,0.03,-27.91,65.5,2605,12,7,-0.0107,0.8714,rsi_reversal_9f589214,GBPJPY,M1,6,30,70,0.07,0.1,False,15,False,newyork,7p,10p,30/70,1.1,0.0,0,-13.74,932,-14.16,1673
0.7542,44.71,19.2,0.02,-18.89,63.1,2261,12,8,-0.0084,0.9325,rsi_reversal_a258b9d3,GBPJPY,M1,5,35,65,0.1,0.05,False,30,True,newyork,10p,5p,35/65,1.1,0.0,0,-9.38,803,-9.5,1458
0.7856,46.07,16.32,0.02,-15.85,62.5,2251,11,9,-0.007,0.9197,rsi_reversal_dd1626a8,GBPJPY,M1,5,35,65,0.07,0.07,False,15,True,newyork,7p,7p,35/65,1.0,0.0,0,-6.49,786,-9.36,1465
0.7851,45.17,8.23,0.01,-7.75,61.5,1129,10,8,-0.0069,0.9529,rsi_reversal_c99ee21f,GBPJPY,M1,7,30,70,0.05,0.07,False,30,True,newyork,5p,7p,30/70,1.0,0.0,0,-4.02,432,-3.73,697
0.7182,45.48,28.13,0.03,-27.92,61.2,2940,14,11,-0.0095,0.8611,rsi_reversal_d5135a90,GBPJPY,M1,5,40,60,0.07,0.05,True,30,True,newyork,7p,5p,40/60,1.0,0.0,0,-8.28,1025,-19.64,1915
0.7737,44.88,12.99,0.01,-12.75,66.2,1622,12,9,-0.0079,0.9501,rsi_reversal_87d60ab1,GBPJPY,M1,5,30,70,0.1,0.07,False,30,True,london,10p,7p,30/70,1.1,-3.72,363,-9.03,1259,0.0,0
0.7799,45.53,32.0,0.03,-31.69,66.4,4239,14,11,-0.0075,0.933,rsi_reversal_1a42ca0d,GBPJPY,M1,5,35,65,0.1,0.07,True,15,False,newyork,10p,7p,35/65,1.1,0.0,0,-16.5,1434,-15.19,2805
0.7227,43.8,13.15,0.01,-13.03,63.8,1354,11,13,-0.0096,0.9275,rsi_reversal_6ee1ae7c,GBPJPY,M1,6,30,70,0.1,0.05,False,0,True,london,10p,5p,30/70,1.1,-2.26,302,-10.77,1052,0.0,0
0.7875,44.76,14.85,0.01,-14.31,63.1,2004,11,9,-0.0071,0.9719,rsi_reversal_a339f213,GBPJPY,M1,6,35,65,0.1,0.05,False,30,True,london,10p,5p,35/65,1.1,-2.84,445,-11.47,1559,0.0,0
0.7589,45.25,18.29,0.02,-17.97,60.3,2272,11,10,-0.0079,0.9184,rsi_reversal_3fd2a4c1,GBPJPY,M1,5,35,65,0.05,0.05,True,30,True,newyork,5p,5p,35/65,1.0,0.0,0,-7.88,794,-10.08,1478
0.7347,45.44,26.61,0.03,-26.28,61.1,2938,10,9,-0.0089,0.8822,rsi_reversal_70092c16,GBPJPY,M1,5,40,60,0.07,0.05,True,30,True,newyork,7p,5p,40/60,1.0,0.0,0,-8.68,1016,-17.6,1922
0.7866,45.28,11.83,0.01,-11.61,62.7,1652,10,8,-0.007,0.9506,rsi_reversal_4078e8e9,GBPJPY,M1,5,30,70,0.07,0.07,False,0,True,newyork,7p,7p,30/70,1.0,0.0,0,-6.05,609,-5.56,1043
0.7602,46.06,9.54,0.01,-9.5,63.1,1155,12,8,-0.0082,0.8902,rsi_reversal_3c6b0003,GBPJPY,M1,7,30,70,0.05,0.1,True,0,True,london,5p,10p,30/70,1.1,0.04,244,-9.54,911,0.0,0
0.7262,44.69,21.45,0.02,-21.11,61.2,2305,11,9,-0.0092,0.8989,rsi_reversal_7235e1c6,GBPJPY,M1,5,35,65,0.05,0.07,True,0,True,newyork,5p,7p,35/65,1.0,0.0,0,-7.88,818,-13.24,1487
0.7391,45.26,25.51,0.03,-24.95,72.7,2583,10,8,-0.0097,0.8939,rsi_reversal_d8a5250a,GBPJPY,M1,6,40,60,0.1,0.1,False,30,True,newyork,10p,10p,40/60,1.2,0.0,0,-12.48,898,-12.47,1685
0.7193,44.29,21.44,0.02,-21.17,60.7,2296,11,8,-0.0092,0.9046,rsi_reversal_e36c887b,GBPJPY,M1,7,30,70,0.05,0.05,False,30,False,newyork,5p,5p,30/70,1.0,0.0,0,-9.63,835,-11.54,1461
0.7858,45.67,13.48,0.01,-12.99,72.3,1686,9,6,-0.0077,0.9347,rsi_reversal_45f64d7e,GBPJPY,M1,7,35,65,0.1,0.1,True,15,True,newyork,10p,10p,35/65,1.2,0.0,0,-6.02,632,-6.97,1054
0.7459,45.38,15.23,0.02,-14.59,66.2,1613,12,9,-0.009,0.8977,rsi_reversal_b501265b,GBPJPY,M1,5,30,70,0.07,0.1,True,15,True,london,7p,10p,30/70,1.1,-2.91,358,-11.68,1255,0.0,0
0.7545,44.26,15.16,0.02,-15.06,60.5,1819,11,7,-0.0083,0.9504,rsi_reversal_35a47688,GBPJPY,M1,7,35,65,0.05,0.05,False,30,True,london,5p,5p,35/65,1.0,-1.86,392,-13.2,1427,0.0,0
0.7588,45.88,40.13,0.04,-39.6,71.9,4571,13,10,-0.0087,0.8953,rsi_reversal_3a2fdcf4,GBPJPY,M1,7,40,60,0.1,0.1,True,15,False,newyork,10p,10p,40/60,1.2,0.0,0,-18.62,1560,-20.98,3011
0.7462,45.4,22.49,0.02,-22.11,60.5,2597,11,8,-0.0085,0.8975,rsi_reversal_c02848e8,GBPJPY,M1,7,40,60,0.05,0.05,False,0,True,newyork,5p,5p,40/60,1.0,0.0,0,-10.76,921,-11.35,1676
0.7681,44.84,12.95,0.01,-12.74,61.1,1666,10,8,-0.0076,0.945,rsi_reversal_2d7033e0,GBPJPY,M1,5,30,70,0.07,0.05,True,15,True,newyork,7p,5p,30/70,1.0,0.0,0,-6.3,615,-6.43,1051
0.7467,45.08,15.45,0.02,-15.32,62.6,1810,12,7,-0.0085,0.9096,rsi_reversal_23b54937,GBPJPY,M1,7,35,65,0.07,0.07,True,0,True,newyork,7p,7p,35/65,1.0,0.0,0,-6.43,668,-8.89,1142
0.7275,45.87,47.21,0.05,-47.06,63.4,5034,12,11,-0.0093,0.8586,rsi_reversal_f3211de3,GBPJPY,M1,6,40,60,0.05,0.1,False,30,False,london,5p,10p,40/60,1.1,-8.31,1113,-38.75,3921,0.0,0
0.7785,46.81,17.57,0.02,-17.32,72.0,2147,11,8,-0.0081,0.8846,rsi_reversal_5fba0d19,GBPJPY,M1,5,35,65,0.1,0.1,True,30,True,london,10p,10p,35/65,1.2,-3.2,445,-14.13,1702,0.0,0
0.738,46.05,18.39,0.02,-18.11,65.8,1963,9,12,-0.0092,0.8645,rsi_reversal_59de9b88,GBPJPY,M1,6,35,65,0.07,0.1,False,0,True,london,7p,10p,35/65,1.1,-2.56,436,-15.54,1527,0.0,0
0.7431,45.95,10.03,0.01,-9.86,63.5,1110,10,8,-0.0089,0.8743,rsi_reversal_588c4cde,GBPJPY,M1,7,30,70,0.05,0.1,True,0,True,london,5p,10p,30/70,1.1,-0.27,229,-9.59,881,0.0,0
0.8449,46.76,10.38,0.01,-9.85,61.1,2008,8,8,-0.0049,0.9619,rsi_reversal_073034a2,GBPJPY,M1,6,35,65,0.05,0.07,True,30,True,newyork,5p,7p,35/65,1.0,0.0,0,-5.45,723,-4.4,1285
0.8235,47.0,12.21,0.01,-11.61,65.9,1953,9,8,-0.0059,0.9285,rsi_reversal_eced18e1,GBPJPY,M1,6,35,65,0.07,0.1,False,15,True,newyork,7p,10p,35/65,1.1,0.0,0,-6.29,705,-5.32,1248
0.7715,45.33,21.29,0.02,-20.81,63.2,2700,11,9,-0.0077,0.9303,rsi_reversal_376ab75c,GBPJPY,M1,6,40,60,0.1,0.05,True,0,True,london,10p,5p,40/60,1.1,-6.02,603,-14.79,2097,0.0,0
0.7012,44.82,35.92,0.04,-35.78,63.6,3420,14,11,-0.0105,0.8631,rsi_reversal_9e8168f0,GBPJPY,M1,7,35,65,0.05,0.1,True,15,False,london,5p,10p,35/65,1.1,-6.67,740,-29.11,2680,0.0,0
0.7726,47.69,22.25,0.02,-21.73,63.2,2883,11,8,-0.0075,0.8473,rsi_reversal_f6f8a218,GBPJPY,M1,5,40,60,0.05,0.1,False,0,True,london,5p,10p,40/60,1.1,-4.49,641,-17.24,2242,0.0,0
0.7852,45.4,21.03,0.02,-20.95,63.4,2912,11,10,-0.0072,0.9444,rsi_reversal_661f8a7d,GBPJPY,M1,5,40,60,0.1,0.05,False,30,True,london,10p,5p,40/60,1.1,-4.1,638,-16.84,2274,0.0,0
0.7243,44.09,41.0,0.04,-40.87,66.1,4173,13,10,-0.0098,0.9183,rsi_reversal_ab9faa56,GBPJPY,M1,5,35,65,0.1,0.07,False,0,False,london,10p,7p,35/65,1.1,-7.47,903,-33.4,3270,0.0,0
0.7714,44.72,13.21,0.01,-12.77,63.3,1648,13,9,-0.0078,0.9535,rsi_reversal_b9afbb80,GBPJPY,M1,5,30,70,0.1,0.05,False,30,True,london,10p,5p,30/70,1.1,-3.79,362,-8.98,1286,0.0,0
0.7249,44.75,25.01,0.03,-24.17,61.4,2563,12,9,-0.0094,0.8948,rsi_reversal_970c126d,GBPJPY,M1,7,40,60,0.07,0.05,False,30,True,london,7p,5p,40/60,1.0,-6.09,555,-18.08,2008,0.0,0
0.7621,46.61,27.9,0.03,-27.5,63.5,3448,14,9,-0.008,0.873,rsi_reversal_987af180,GBPJPY,M1,7,35,65,0.05,0.1,True,0,False,newyork,5p,10p,35/65,1.1,0.0,0,-15.75,1217,-11.75,2231
0.8051,46.78,18.7,0.02,-17.93,71.8,2563,12,11,-0.007,0.9159,rsi_reversal_34957654,GBPJPY,M1,6,40,60,0.1,0.1,True,15,True,london,10p,10p,40/60,1.2,-4.75,569,-13.18,1994,0.0,0
0.7777,45.99,28.54,0.03,-28.14,61.4,3886,13,8,-0.0072,0.9135,rsi_reversal_24c6870e,GBPJPY,M1,6,35,65,0.05,0.07,False,30,False,newyork,5p,7p,35/65,1.0,0.0,0,-15.59,1332,-12.55,2554
0.7828,45.75,16.24,0.02,-15.85,61.0,2280,11,9,-0.007,0.9285,rsi_reversal_c4a6e742,GBPJPY,M1,5,35,65,0.07,0.05,True,15,True,newyork,7p,5p,35/65,1.0,0.0,0,-5.67,810,-10.17,1470
0.74,44.6,14.62,0.01,-14.57,60.5,1657,11,7,-0.0088,0.9193,rsi_reversal_67ec9955,GBPJPY,M1,5,30,70,0.05,0.05,False,0,True,london,5p,5p,30/70,1.0,-3.41,374,-11.16,1283,0.0,0
0.7394,45.94,20.61,0.02,-20.27,65.9,2242,11,9,-0.009,0.8701,rsi_reversal_a3c3b9bf,GBPJPY,M1,5,35,65,0.07,0.1,False,0,True,newyork,7p,10p,35/65,1.1,0.0,0,-9.41,789,-10.86,1453
0.775,46.35,13.13,0.01,-12.9,72.0,1575,11,10,-0.0082,0.8971,rsi_reversal_e235ac4e,GBPJPY,M1,5,30,70,0.1,0.1,True,30,True,london,10p,10p,30/70,1.2,-2.51,350,-10.38,1225,0.0,0
0.7555,45.3,14.06,0.01,-13.85,65.5,1616,12,9,-0.0086,0.9124,rsi_reversal_9804d24d,GBPJPY,M1,5,30,70,0.07,0.1,False,15,True,london,7p,10p,30/70,1.1,-2.8,369,-11.06,1247,0.0,0
0.7125,43.99,22.78,0.02,-22.44,62.8,2255,13,8,-0.01,0.9072,rsi_reversal_ea17fbe3,GBPJPY,M1,7,30,70,0.07,0.07,True,30,False,london,7p,7p,30/70,1.0,-3.89,484,-18.55,1771,0.0,0
0.7037,43.98,23.33,0.02,-23.13,60.6,2283,10,8,-0.0101,0.8965,rsi_reversal_a8e55b87,GBPJPY,M1,7,30,70,0.05,0.05,False,0,False,london,5p,5p,30/70,1.0,-4.51,492,-18.62,1791,0.0,0
0.7396,46.15,38.18,0.04,-37.6,63.6,4275,16,11,-0.0088,0.863,rsi_reversal_0286d075,GBPJPY,M1,5,35,65,0.05,0.1,False,15,False,newyork,5p,10p,35/65,1.1,0.0,0,-19.86,1448,-17.73,2827
0.7703,46.58,17.85,0.02,-17.22,66.2,2224,11,11,-0.0077,0.8834,rsi_reversal_252d60cf,GBPJPY,M1,5,35,65,0.07,0.1,True,0,True,newyork,7p,10p,35/65,1.1,0.0,0,-9.93,784,-7.3,1440
0.7511,46.32,21.96,0.02,-21.61,66.3,2470,10,10,-0.0088,0.8705,rsi_reversal_49e1b0a5,GBPJPY,M1,7,40,60,0.07,0.1,False,15,True,london,7p,10p,40/60,1.1,-3.45,516,-18.16,1954,0.0,0
0.7205,44.59,13.13,0.01,-13.0,61.4,1368,10,13,-0.0095,0.8953,rsi_reversal_8fee0e33,GBPJPY,M1,6,30,70,0.05,0.07,True,15,True,london,5p,7p,30/70,1.0,-1.49,311,-11.51,1057,0.0,0
0.739,42.9,10.66,0.01,-10.47,72.9,1571,13,9,-0.0067,0.9835,rsi_reversal_03998f1f,USDJPY,M1,5,30,70,0.1,0.05,False,15,True,london,10p,5p,30/70,1.2,-1.71,360,-8.76,1211,0.0,0
0.7442,47.65,36.29,0.04,-35.82,104.6,4317,11,12,-0.0083,0.8177,rsi_reversal_5ed44612,USDJPY,M1,5,40,60,0.1,0.1,False,0,False,london,10p,10p,40/60,1.7,-8.42,963,-27.41,3354,0.0,0
0.7211,44.93,20.29,0.02,-19.87,70.1,2720,11,10,-0.0073,0.8839,rsi_reversal_5378cdea,USDJPY,M1,5,40,60,0.07,0.07,True,15,True,newyork,7p,7p,40/60,1.2,0.0,0,-5.25,893,-14.62,1827
0.7988,44.54,6.01,0.01,-5.38,73.4,1053,17,9,-0.0051,0.9946,rsi_reversal_015659fd,USDJPY,M1,7,30,70,0.1,0.05,True,15,True,london,10p,5p,30/70,1.2,-0.55,220,-4.84,833,0.0,0
0.6788,44.93,13.95,0.01,-13.33,62.7,1658,17,8,-0.008,0.8319,rsi_reversal_26c2a1e5,USDJPY,M1,5,30,70,0.05,0.05,True,0,True,newyork,5p,5p,30/70,1.0,0.0,0,-1.34,555,-11.99,1103
0.745,44.83,13.92,0.01,-13.4,65.8,2148,12,8,-0.0062,0.9167,rsi_reversal_5cfb03a6,USDJPY,M1,7,30,70,0.07,0.05,False,15,False,london,7p,5p,30/70,1.1,-2.71,460,-10.69,1688,0.0,0
0.7007,42.1,20.87,0.02,-20.7,74.0,2558,12,9,-0.0081,0.9636,rsi_reversal_0117f4e3,USDJPY,M1,6,40,60,0.1,0.05,False,30,True,newyork,10p,5p,40/60,1.2,0.0,0,-4.77,863,-15.93,1695
0.7249,43.37,34.25,0.03,-34.23,80.8,4386,13,10,-0.0078,0.9467,rsi_reversal_e0f35226,USDJPY,M1,7,40,60,0.1,0.07,True,0,False,london,10p,7p,40/60,1.3,-7.1,960,-27.13,3426,0.0,0
0.7212,49.05,15.6,0.02,-15.49,84.0,1953,9,9,-0.0079,0.749,rsi_reversal_db71e1e3,USDJPY,M1,7,30,70,0.07,0.1,False,15,False,newyork,7p,10p,30/70,1.4,0.0,0,-4.39,641,-11.1,1312
0.7514,42.77,16.32,0.02,-15.92,73.4,2490,13,7,-0.0064,1.0054,rsi_reversal_494958dc,USDJPY,M1,6,30,70,0.1,0.05,False,15,False,london,10p,5p,30/70,1.2,-3.93,544,-11.99,1946,0.0,0
0.7562,49.04,11.03,0.01,-10.94,83.2,1609,10,10,-0.0068,0.786,rsi_reversal_4f83959c,USDJPY,M1,7,35,65,0.07,0.1,True,15,True,london,7p,10p,35/65,1.4,-1.19,352,-9.75,1257,0.0,0
0.7221,48.52,34.88,0.03,-34.49,72.8,4800,14,10,-0.0072,0.7661,rsi_reversal_50e24eec,USDJPY,M1,6,40,60,0.05,0.1,False,30,False,london,5p,10p,40/60,1.2,-6.66,1052,-27.83,3748,0.0,0
0.7247,48.48,25.34,0.03,-25.07,72.9,3542,9,10,-0.0071,0.7703,rsi_reversal_284f503b,USDJPY,M1,6,35,65,0.05,0.1,True,30,False,london,5p,10p,35/65,1.2,-4.22,786,-20.85,2756,0.0,0
0.7146,45.42,14.87,0.01,-14.07,65.3,1931,17,7,-0.0073,0.8588,rsi_reversal_7d07a384,USDJPY,M1,6,35,65,0.05,0.07,False,30,True,newyork,5p,7p,35/65,1.1,0.0,0,-1.51,640,-12.56,1291
0.756,44.78,8.3,0.01,-7.92,64.5,1342,11,10,-0.0059,0.9321,rsi_reversal_e18d3b31,USDJPY,M1,6,30,70,0.07,0.05,True,15,True,london,7p,5p,30/70,1.1,-1.47,304,-6.45,1038,0.0,0
0.701,44.94,20.13,0.02,-19.87,62.7,2710,15,9,-0.0073,0.8587,rsi_reversal_216ae107,USDJPY,M1,6,40,60,0.05,0.05,False,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-3.71,901,-16.16,1809
0.7407,46.14,17.45,0.02,-16.63,64.9,2607,13,11,-0.0064,0.8644,rsi_reversal_352fb4b6,USDJPY,M1,6,40,60,0.05,0.07,True,30,True,newyork,5p,7p,40/60,1.1,0.0,0,-2.46,857,-14.16,1750
0.7228,43.26,36.84,0.04,-36.82,80.5,4656,13,10,-0.0079,0.9482,rsi_reversal_cfa9e126,USDJPY,M1,6,40,60,0.1,0.07,True,0,False,london,10p,7p,40/60,1.3,-7.39,1028,-29.43,3628,0.0,0
0.7398,43.36,18.85,0.02,-18.54,72.6,2747,11,10,-0.0067,0.9665,rsi_reversal_c9ea61fa,USDJPY,M1,5,40,60,0.1,0.05,True,15,True,newyork,10p,5p,40/60,1.2,0.0,0,-5.07,919,-13.46,1828
0.7653,46.07,10.15,0.01,-9.93,62.4,1743,14,9,-0.0057,0.8959,rsi_reversal_b681ab4c,USDJPY,M1,7,35,65,0.05,0.05,False,15,True,london,5p,5p,35/65,1.0,-2.15,367,-7.78,1376,0.0,0
0.7221,45.39,19.78,0.02,-19.26,62.8,2864,11,9,-0.0067,0.8687,rsi_reversal_716cf7f9,USDJPY,M1,5,40,60,0.05,0.05,False,15,True,newyork,5p,5p,40/60,1.0,0.0,0,-5.09,960,-14.17,1904
0.6701,42.29,15.96,0.02,-15.51,73.4,1719,20,9,-0.009,0.9143,rsi_reversal_86bfe25c,USDJPY,M1,7,35,65,0.1,0.05,False,30,True,newyork,10p,5p,35/65,1.2,0.0,0,-4.19,588,-11.32,1131
0.7183,44.35,19.19,0.02,-18.54,65.4,2609,12,10,-0.0071,0.9015,rsi_reversal_2ad3954d,USDJPY,M1,6,40,60,0.07,0.05,False,0,True,newyork,7p,5p,40/60,1.1,0.0,0,-3.74,859,-14.81,1750
0.7819,44.75,11.12,0.01,-11.05,80.9,1837,18,10,-0.006,0.9655,rsi_reversal_850e9e77,USDJPY,M1,6,35,65,0.1,0.07,True,15,True,london,10p,7p,35/65,1.3,-2.1,410,-8.95,1427,0.0,0
0.7577,50.08,7.94,0.01,-7.83,73.8,1274,8,10,-0.0061,0.7553,rsi_reversal_0f913517,USDJPY,M1,6,30,70,0.05,0.1,True,30,True,london,5p,10p,30/70,1.2,-0.53,291,-7.3,983,0.0,0
0.719,42.77,39.22,0.04,-38.9,80.5,4882,22,8,-0.008,0.9621,rsi_reversal_28d095db,USDJPY,M1,5,40,60,0.1,0.07,True,15,False,newyork,10p,7p,40/60,1.3,0.0,0,-14.52,1645,-24.38,3237
